popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
57,245740,0.539,0.522,-7.315,0.0456,0.207,5.34e-06,0.0768,0.53,162.065,world-music
62,253640,0.408,0.707,-5.4,0.0341,0.189,0.0,0.626,0.333,161.962,world-music
52,406774,0.45,0.782,-6.92,0.046,0.0757,0.0,0.0818,0.244,146.041,world-music
46,272426,0.335,0.571,-8.644,0.0345,0.00492,0.0,0.0656,0.169,101.809,world-music
54,236320,0.461,0.918,-4.884,0.0493,0.00331,0.000842,0.335,0.337,135.081,world-music
60,290413,0.39,0.457,-7.915,0.0327,0.0874,8.9e-06,0.123,0.145,143.977,world-music
47,535720,0.358,0.427,-9.18,0.0296,0.0976,1.07e-05,0.0849,0.0694,145.891,world-music
51,168842,0.667,0.881,-3.366,0.0815,0.35,0.0,0.0742,0.711,104.968,world-music
48,247786,0.595,0.836,-6.622,0.0398,0.00689,4.39e-06,0.34,0.441,116.0,world-music
49,350068,0.349,0.35,-8.086,0.0286,0.117,0.0,0.198,0.0629,158.057,world-music
47,229946,0.486,0.66,-5.08,0.0279,0.0192,3.66e-06,0.0995,0.348,155.919,world-music
52,490000,0.362,0.307,-10.056,0.0293,0.0658,0.0,0.114,0.154,140.055,world-music
50,274680,0.699,0.304,-11.567,0.029,0.764,0.0,0.141,0.457,104.143,world-music
50,406173,0.365,0.458,-8.138,0.0311,0.0576,0.0,0.302,0.114,73.991,world-music
54,262266,0.577,0.732,-4.508,0.0272,0.05,2.39e-06,0.121,0.268,98.068,world-music
46,256379,0.606,0.067,-15.147,0.0322,0.893,0.0,0.1,0.162,103.89,world-music
50,463983,0.473,0.434,-7.08,0.0295,0.0902,0.0,0.097,0.197,143.943,world-music
22,258693,0.529,0.421,-14.15,0.0341,0.847,0.00699,0.118,0.694,82.923,world-music
47,314493,0.375,0.288,-11.709,0.0303,0.754,2.08e-06,0.14,0.171,147.972,world-music
41,283613,0.508,0.817,-4.836,0.0416,0.0256,0.0,0.22,0.336,132.019,world-music
50,426573,0.266,0.327,-7.195,0.0307,0.295,0.0,0.0953,0.0548,139.635,world-music
49,233373,0.567,0.947,-3.733,0.0883,0.000891,6.79e-05,0.869,0.635,131.988,world-music
43,241946,0.318,0.483,-5.944,0.0304,0.496,0.0,0.115,0.0686,145.491,world-music
48,242720,0.486,0.225,-11.663,0.0309,0.626,0.0,0.112,0.0876,140.046,world-music
47,444493,0.254,0.718,-6.915,0.0392,0.00265,0.0,0.141,0.244,147.699,world-music
55,187306,0.536,0.606,-7.297,0.0416,0.0133,0.000319,0.0608,0.301,159.913,world-music
47,230108,0.59,0.798,-4.75,0.0349,0.261,0.0,0.112,0.272,96.02,world-music
49,214520,0.62,0.856,-4.932,0.0754,0.00381,0.0,0.102,0.808,127.982,world-music
41,231400,0.401,0.505,-6.662,0.0386,0.118,0.0,0.122,0.282,77.442,world-music
52,239106,0.512,0.318,-11.047,0.027,0.576,6.23e-06,0.0926,0.154,143.998,world-music
53,244320,0.393,0.481,-9.168,0.0523,0.45,0.0,0.222,0.104,80.086,world-music
49,449384,0.416,0.458,-7.847,0.0288,0.0752,0.0,0.689,0.0548,137.971,world-music
50,348800,0.384,0.493,-8.718,0.0382,0.0164,0.0,0.101,0.0601,143.711,world-music
52,232026,0.454,0.538,-7.838,0.0303,0.0907,0.0,0.11,0.457,164.975,world-music
45,291565,0.454,0.427,-8.049,0.029,0.0205,0.0,0.69,0.184,135.887,world-music
61,309093,0.329,0.682,-6.374,0.0526,0.221,0.0,0.19,0.162,148.029,world-music
47,214720,0.522,0.843,-4.66,0.0356,0.202,0.0,0.0938,0.435,74.941,world-music
39,285160,0.509,0.778,-3.608,0.0295,0.00998,0.0,0.19,0.216,105.066,world-music
51,367462,0.451,0.491,-9.858,0.0398,0.643,0.00131,0.0801,0.288,153.768,world-music
49,487666,0.352,0.433,-9.485,0.0285,0.0601,2.36e-05,0.103,0.0771,148.738,world-music
49,462013,0.339,0.874,-5.794,0.0716,0.00241,0.0,0.366,0.16,151.96,world-music
51,166880,0.643,0.738,-3.708,0.0332,0.528,0.0,0.124,0.369,119.927,world-music
51,437131,0.412,0.633,-8.478,0.0467,0.287,0.0,0.801,0.257,131.846,world-music
58,515387,0.36,0.608,-7.811,0.0309,0.065,0.0,0.43,0.21,144.004,world-music
55,376093,0.318,0.209,-10.664,0.0295,0.934,0.0,0.0946,0.365,90.336,world-music
57,240566,0.502,0.613,-6.419,0.0295,0.0153,0.0,0.301,0.271,89.992,world-music
52,506120,0.234,0.45,-8.999,0.0311,0.366,0.0,0.131,0.178,106.757,world-music
58,209320,0.529,0.558,-5.406,0.0258,0.191,0.0,0.25,0.296,87.987,world-music
56,302093,0.454,0.396,-11.462,0.0242,0.0431,1.83e-05,0.645,0.255,80.784,world-music
58,197046,0.58,0.704,-5.942,0.0282,0.0428,0.0,0.101,0.549,139.896,world-music
55,489453,0.363,0.533,-8.319,0.0314,0.136,0.0,0.358,0.0693,144.005,world-music
50,440247,0.369,0.598,-6.984,0.0304,0.00511,0.0,0.176,0.0466,148.014,world-music
46,350306,0.493,0.524,-9.861,0.0297,0.0849,0.0199,0.0718,0.159,130.066,world-music
51,273245,0.319,0.482,-8.374,0.0421,0.0418,0.0,0.16,0.0747,138.946,world-music
52,171062,0.725,0.474,-12.143,0.0449,0.0983,0.0,0.131,0.649,137.9,world-music
58,196846,0.338,0.643,-7.093,0.0681,0.0102,1.98e-05,0.11,0.15,75.571,world-music
44,291400,0.389,0.393,-9.021,0.0284,0.146,3.62e-06,0.0951,0.127,136.439,world-music
45,378626,0.438,0.514,-8.749,0.0296,0.0545,9.7e-06,0.241,0.201,135.082,world-music
46,288920,0.317,0.459,-7.871,0.0295,0.138,0.0,0.105,0.113,145.045,world-music
51,279506,0.389,0.305,-12.527,0.0252,0.223,0.0,0.12,0.263,74.921,world-music
51,240066,0.482,0.637,-5.857,0.0295,0.177,0.0,0.172,0.411,138.184,world-music
53,283785,0.512,0.362,-6.655,0.0305,0.612,0.0,0.0784,0.282,125.893,world-music
49,316388,0.372,0.501,-5.275,0.0278,0.579,3.8e-06,0.233,0.121,141.562,world-music
53,477880,0.41,0.869,-4.496,0.0472,0.00801,0.0,0.238,0.353,113.971,world-music
48,322373,0.375,0.539,-6.392,0.0293,0.0384,0.0,0.0769,0.235,71.985,world-music
58,200360,0.436,0.802,-5.015,0.0499,0.0539,0.0,0.113,0.202,153.842,world-music
49,336516,0.329,0.609,-7.125,0.0337,0.0237,9.39e-06,0.697,0.173,74.056,world-music
42,243400,0.494,0.452,-5.71,0.026,0.0175,0.0,0.204,0.249,76.969,world-music
58,383447,0.328,0.845,-6.606,0.0407,0.000227,0.0,0.138,0.282,149.773,world-music
58,233946,0.68,0.536,-6.669,0.0582,0.0102,0.00105,0.113,0.417,119.958,world-music
50,173500,0.694,0.564,-8.649,0.174,0.0683,8.88e-06,0.307,0.341,99.999,world-music
50,210013,0.532,0.567,-5.66,0.0253,0.134,0.0,0.242,0.231,88.053,world-music
55,431520,0.27,0.386,-8.193,0.0301,0.269,1.27e-06,0.0995,0.151,131.876,world-music
52,297293,0.553,0.127,-13.067,0.0336,0.953,0.0,0.104,0.178,118.003,world-music
57,296343,0.472,0.351,-8.996,0.0326,0.589,0.0,0.0821,0.0611,144.01,world-music
51,297146,0.436,0.6,-4.4,0.0273,0.291,0.0,0.0996,0.181,145.004,world-music
43,246640,0.493,0.814,-6.366,0.0439,0.00167,1.09e-05,0.398,0.362,158.12,world-music
45,183414,0.491,0.828,-5.368,0.0311,0.0829,0.0,0.222,0.509,75.001,world-music
49,197613,0.298,0.66,-8.187,0.041,0.283,5.24e-06,0.629,0.185,138.902,world-music
51,200880,0.509,0.412,-10.249,0.0271,0.123,0.0,0.37,0.201,155.932,world-music
47,297920,0.487,0.509,-6.935,0.0294,0.15,4.45e-06,0.0857,0.181,77.985,world-music
37,243986,0.449,0.92,-4.87,0.0742,0.000165,0.0,0.804,0.277,125.979,world-music
54,308066,0.453,0.704,-4.62,0.0351,0.226,0.0,0.118,0.271,144.004,world-music
48,232893,0.602,0.965,-3.765,0.0789,0.00359,0.0,0.685,0.461,130.015,world-music
49,157066,0.535,0.72,-5.969,0.0287,0.00221,0.0,0.0966,0.345,98.011,world-music
49,408063,0.437,0.597,-7.266,0.0361,0.297,0.0,0.146,0.204,77.459,world-music
45,277168,0.354,0.223,-10.956,0.0358,0.804,0.0,0.119,0.262,89.445,world-music
48,402052,0.342,0.477,-9.166,0.031,0.00985,0.0,0.136,0.218,148.855,world-music
50,271533,0.346,0.806,-5.828,0.0415,0.0202,0.0,0.0951,0.224,175.891,world-music
59,232379,0.492,0.656,-7.361,0.0365,0.0832,0.0,0.202,0.358,147.948,world-music
57,319739,0.374,0.338,-12.44,0.029,0.737,6.42e-05,0.0649,0.0953,155.965,world-music
43,185217,0.655,0.8,-6.416,0.0332,0.0101,0.0,0.232,0.561,144.019,world-music
45,253206,0.382,0.558,-6.471,0.0324,0.00355,0.0,0.167,0.215,136.575,world-music
46,240946,0.417,0.172,-14.3,0.0321,0.928,2.48e-05,0.205,0.167,131.969,world-music
51,248666,0.389,0.535,-7.077,0.0289,0.00812,0.0,0.0807,0.235,157.894,world-music
46,290133,0.508,0.881,-5.459,0.0486,0.00257,0.0,0.128,0.339,101.989,world-music
45,303959,0.267,0.367,-9.951,0.0323,0.332,0.0,0.0856,0.0925,169.641,world-music
55,173500,0.694,0.566,-8.639,0.17,0.064,7.77e-06,0.308,0.33,100.008,world-music
58,252492,0.321,0.337,-7.668,0.0326,0.773,0.0,0.116,0.234,101.873,world-music
54,241826,0.454,0.7,-6.222,0.0264,0.0649,1.1e-06,0.115,0.0704,130.09,world-music
42,272391,0.43,0.21,-12.989,0.0352,0.884,0.0,0.0677,0.305,151.439,world-music
52,225320,0.551,0.847,-6.909,0.0456,0.0198,0.0,0.132,0.445,111.975,world-music
43,251933,0.444,0.829,-4.997,0.0455,0.00244,0.0,0.0695,0.337,156.146,world-music
62,189933,0.333,0.254,-9.369,0.0549,0.825,0.0,0.0795,0.272,189.168,world-music
46,250346,0.413,0.836,-4.867,0.0433,0.00202,0.0,0.0842,0.303,143.962,world-music
46,230026,0.486,0.238,-8.182,0.0301,0.894,0.0,0.093,0.336,80.157,world-music
42,266586,0.471,0.626,-5.686,0.0279,0.139,0.0,0.0753,0.305,152.008,world-music
44,250800,0.387,0.715,-4.246,0.044,0.0098,0.0,0.0908,0.306,150.079,world-music
56,208800,0.494,0.72,-5.093,0.0568,0.398,0.0,0.341,0.553,152.049,world-music
53,237453,0.415,0.398,-7.204,0.0268,0.314,0.0,0.106,0.13,143.582,world-music
47,319000,0.428,0.757,-5.797,0.0342,0.00264,0.0,0.166,0.184,93.983,world-music
49,293720,0.329,0.511,-7.687,0.0287,0.0755,0.0297,0.146,0.167,166.028,world-music
54,291986,0.563,0.467,-6.087,0.0241,0.0229,0.0,0.0945,0.241,77.982,world-music
51,452520,0.307,0.394,-8.716,0.0338,0.0611,8.04e-06,0.254,0.159,134.967,world-music
58,302780,0.55,0.681,-4.759,0.0334,0.136,0.0,0.216,0.174,89.989,world-music
44,204866,0.477,0.67,-6.741,0.0322,0.0453,0.0,0.117,0.451,154.991,world-music
37,285586,0.321,0.123,-14.226,0.0354,0.918,8.49e-06,0.0934,0.192,146.611,world-music
52,599746,0.252,0.462,-9.05,0.0334,0.0135,0.0,0.104,0.0604,110.243,world-music
44,473653,0.253,0.395,-9.633,0.0306,0.313,0.0,0.316,0.0999,145.963,world-music
48,230880,0.59,0.923,-6.576,0.117,0.0236,0.0,0.0669,0.496,126.032,world-music
55,293377,0.517,0.155,-13.335,0.032,0.877,0.0,0.103,0.223,135.203,world-music
44,232040,0.647,0.681,-5.387,0.028,0.0346,2.06e-06,0.283,0.761,101.982,world-music
51,375813,0.326,0.161,-12.798,0.0366,0.956,7.26e-06,0.086,0.177,131.952,world-music
55,206103,0.389,0.786,-4.392,0.138,0.216,8.23e-06,0.198,0.482,178.103,world-music
45,276773,0.374,0.291,-11.251,0.0305,0.723,0.000882,0.12,0.108,133.009,world-music
53,361386,0.276,0.263,-7.859,0.0372,0.609,0.0,0.0802,0.0997,124.404,world-music
55,280797,0.312,0.523,-8.137,0.0372,0.159,7.72e-05,0.0931,0.181,89.976,world-music
48,200026,0.361,0.0755,-19.055,0.0363,0.759,0.0,0.126,0.102,122.596,world-music
53,280762,0.455,0.734,-7.422,0.0315,0.00555,0.0,0.243,0.267,90.019,world-music
41,254173,0.407,0.53,-7.091,0.0324,0.0686,0.0,0.0568,0.219,143.955,world-music
55,303053,0.398,0.208,-10.525,0.0394,0.953,6.26e-06,0.108,0.132,129.682,world-music
57,248733,0.509,0.75,-5.884,0.0397,0.00208,0.0,0.182,0.131,120.001,world-music
45,288293,0.326,0.498,-6.188,0.0325,0.00661,0.0,0.128,0.14,150.026,world-music
55,196846,0.517,0.639,-7.105,0.0547,0.01,2.59e-05,0.11,0.152,75.032,world-music
54,315253,0.16,0.563,-7.771,0.0492,0.0381,0.00297,0.147,0.0859,139.623,world-music
43,261992,0.502,0.9,-6.692,0.0489,0.000177,8.79e-06,0.451,0.339,128.002,world-music
56,208520,0.529,0.769,-6.369,0.0469,0.00532,0.0,0.19,0.66,73.946,world-music
49,292200,0.424,0.608,-4.414,0.0275,0.261,0.0,0.102,0.193,145.031,world-music
48,215699,0.564,0.899,-6.523,0.106,0.00688,0.0,0.711,0.376,128.058,world-music
47,321186,0.402,0.501,-6.718,0.0265,0.581,6e-06,0.197,0.131,141.895,world-music
48,357213,0.37,0.817,-5.276,0.0419,0.0703,0.0,0.937,0.191,159.981,world-music
58,506796,0.26,0.622,-6.619,0.0417,0.128,0.0,0.644,0.231,139.002,world-music
45,314480,0.427,0.849,-7.014,0.0484,0.00214,0.0,0.441,0.272,150.028,world-music
45,541213,0.446,0.467,-6.684,0.0306,0.00572,0.0,0.111,0.184,130.08,world-music
39,296466,0.374,0.716,-6.065,0.0404,0.0179,0.0,0.0877,0.152,155.954,world-music
46,272093,0.464,0.694,-6.593,0.0362,0.00426,0.0,0.686,0.288,139.916,world-music
57,215933,0.587,0.739,-5.762,0.0365,0.0539,2.08e-06,0.049,0.549,100.005,world-music
46,319852,0.47,0.538,-7.742,0.0336,0.0547,0.0,0.174,0.0697,148.009,world-music
44,310760,0.522,0.199,-13.736,0.0301,0.812,0.0,0.107,0.107,140.033,world-music
55,382573,0.185,0.717,-5.735,0.0455,0.0496,0.0,0.546,0.1,73.6,world-music
49,312133,0.469,0.27,-10.886,0.0283,0.827,0.0,0.687,0.278,142.029,world-music
